"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0051444","GO:0051444","negative regulation of ubiquitin-protein transferase activity","1/15","15/17249",0.0666666666666667,76.6622222222222,8.64875579693843,0.0129703610546884,0.0832264834342506,0.0568875484854755,"RPL5",1
"GO:0061684","GO:0061684","chaperone-mediated autophagy","1/15","15/17249",0.0666666666666667,76.6622222222222,8.64875579693843,0.0129703610546884,0.0832264834342506,0.0568875484854755,"EEF1A1",1
"GO:1904666","GO:1904666","regulation of ubiquitin protein ligase activity","1/15","18/17249",0.0555555555555556,63.8851851851852,7.8750136000429,0.0155455182571286,0.0885951966200399,0.0605572088995488,"RPL5",1
"GO:2000434","GO:2000434","regulation of protein neddylation","1/15","19/17249",0.0526315789473684,60.5228070175439,7.65842603863236,0.0164025095650118,0.0885951966200399,0.0605572088995488,"RPL5",1
"GO:0044794","GO:0044794","positive regulation by host of viral process","1/15","20/17249",0.05,57.4966666666667,7.45812648220161,0.0172588045363714,0.0885951966200399,0.0605572088995488,"EEF1A1",1
"GO:0000027","GO:0000027","ribosomal large subunit assembly","1/15","23/17249",0.0434782608695652,49.9971014492754,6.93687777569433,0.0198235166836257,0.0927240127867236,0.0633793662246915,"RPL5",1
"GO:0044827","GO:0044827","modulation by host of viral genome replication","1/15","24/17249",0.0416666666666667,47.9138888888889,6.78499289895561,0.0206770315593803,0.0927240127867236,0.0633793662246915,"EEF1A1",1
"GO:0002227","GO:0002227","innate immune response in mucosa","1/15","27/17249",0.037037037037037,42.5901234567901,6.38046390474014,0.0232334160019891,0.0927240127867236,0.0633793662246915,"RPL39",1
"GO:0000470","GO:0000470","maturation of LSU-rRNA","1/15","28/17249",0.0357142857142857,41.0690476190476,6.26009334834123,0.0240841591653828,0.0927240127867236,0.0633793662246915,"RPL7A",1
"GO:0045116","GO:0045116","protein neddylation","1/15","28/17249",0.0357142857142857,41.0690476190476,6.26009334834123,0.0240841591653828,0.0927240127867236,0.0633793662246915,"RPL5",1
"GO:0002385","GO:0002385","mucosal immune response","1/15","38/17249",0.0263157894736842,30.2614035087719,5.32728407542943,0.0325536376787857,0.11393773187575,0.0778795159779563,"RPL39",1
"GO:0051438","GO:0051438","regulation of ubiquitin-protein transferase activity","1/15","38/17249",0.0263157894736842,30.2614035087719,5.32728407542943,0.0325536376787857,0.11393773187575,0.0778795159779563,"RPL5",1
"GO:0002251","GO:0002251","organ or tissue specific immune response","1/15","42/17249",0.0238095238095238,27.3793650793651,5.04961609200658,0.0359221803267031,0.115250328548173,0.07877671124277,"RPL39",1
"GO:0071364","GO:0071364","cellular response to epidermal growth factor stimulus","1/15","42/17249",0.0238095238095238,27.3793650793651,5.04961609200658,0.0359221803267031,0.115250328548173,0.07877671124277,"EEF1A1",1
"GO:0070849","GO:0070849","response to epidermal growth factor","1/15","46/17249",0.0217391304347826,24.9985507246377,4.80821405437609,0.039279773460878,0.118809414862587,0.0812094428315699,"EEF1A1",1
"GO:0044788","GO:0044788","modulation by host of viral process","1/15","47/17249",0.0212765957446809,24.4666666666667,4.75261701711713,0.0401174647587955,0.118809414862587,0.0812094428315699,"EEF1A1",1
"GO:2000059","GO:2000059","negative regulation of ubiquitin-dependent protein catabolic process","1/15","53/17249",0.0188679245283019,21.696855345912,4.45195266273593,0.0451293135556079,0.128702116436363,0.0879713714534267,"RPL5",1
"GO:0019731","GO:0019731","antibacterial humoral response","1/15","60/17249",0.0166666666666667,19.1655555555556,4.15834923913102,0.0509455984397776,0.137468343799594,0.0939633245383416,"RPL39",1
"GO:0042255","GO:0042255","ribosome assembly","1/15","61/17249",0.0163934426229508,18.8513661202186,4.12045958866728,0.0517737918206262,0.137468343799594,0.0939633245383416,"RPL5",1
"GO:0006414","GO:0006414","translational elongation","1/15","68/17249",0.0147058823529412,16.9107843137255,3.87832127760759,0.0575522857524602,0.147038298935868,0.100504647256232,"EEF1A1",1
"GO:1903051","GO:1903051","negative regulation of proteolysis involved in protein catabolic process","1/15","70/17249",0.0142857142857143,16.427619047619,3.81567119478741,0.0591972372339209,0.147038298935868,0.100504647256232,"RPL5",1
"GO:0031397","GO:0031397","negative regulation of protein ubiquitination","1/15","75/17249",0.0133333333333333,15.3324444444444,3.66975546940271,0.0632978997671803,0.152310571314777,0.104108387774968,"RPL5",1
"GO:0061844","GO:0061844","antimicrobial humoral immune response mediated by antimicrobial peptide","1/15","82/17249",0.0121951219512195,14.0235772357724,3.48748195812738,0.0690108076603664,0.159972219726946,0.109345331323955,"RPL39",1
"GO:0051851","GO:0051851","modulation by host of symbiont process","1/15","84/17249",0.0119047619047619,13.6896825396825,3.4394615082114,0.0706370840352749,0.159972219726946,0.109345331323955,"EEF1A1",1
"GO:1903321","GO:1903321","negative regulation of protein modification by small protein conjugation or removal","1/15","87/17249",0.0114942528735632,13.2176245210728,3.3704229899224,0.0730715278345978,0.160757361236115,0.109881996743756,"RPL5",1
"GO:1901874","GO:1901874","negative regulation of post-translational protein modification","1/15","91/17249",0.010989010989011,12.63663003663,3.28349642978926,0.0763081952090741,0.163214750863853,0.111561688902155,"RPL5",1
"GO:0042274","GO:0042274","ribosomal small subunit biogenesis","1/15","103/17249",0.00970873786407767,11.1644012944984,3.05239660937212,0.085955019864424,0.178879365663801,0.122268876051812,"RPS11",1
"GO:0006612","GO:0006612","protein targeting to membrane","1/15","117/17249",0.00854700854700855,9.82849002849003,2.82681434037631,0.0970907789781247,0.183692648186663,0.125558884611526,"NACA",1
"GO:0050830","GO:0050830","defense response to Gram-positive bacterium","1/15","117/17249",0.00854700854700855,9.82849002849003,2.82681434037631,0.0970907789781247,0.183692648186663,0.125558884611526,"RPL39",1
"GO:0051702","GO:0051702","biological process involved in interaction with symbiont","1/15","117/17249",0.00854700854700855,9.82849002849003,2.82681434037631,0.0970907789781247,0.183692648186663,0.125558884611526,"EEF1A1",1
"GO:0019730","GO:0019730","antimicrobial humoral response","1/15","122/17249",0.00819672131147541,9.42568306010929,2.7552838217346,0.101037054521524,0.183692648186663,0.125558884611526,"RPL39",1
"GO:0045471","GO:0045471","response to ethanol","1/15","122/17249",0.00819672131147541,9.42568306010929,2.7552838217346,0.101037054521524,0.183692648186663,0.125558884611526,"RPL15",1
"GO:0046632","GO:0046632","alpha-beta T cell differentiation","1/15","124/17249",0.00806451612903226,9.2736559139785,2.72781532479312,0.102611052608103,0.183692648186663,0.125558884611526,"RPL22",1
"GO:0019079","GO:0019079","viral genome replication","1/15","127/17249",0.0078740157480315,9.05459317585302,2.68775810966062,0.104967227535236,0.183692648186663,0.125558884611526,"EEF1A1",1
"GO:0045727","GO:0045727","positive regulation of translation","1/15","131/17249",0.00763358778625954,8.77811704834605,2.63636518644239,0.108099813144118,0.184970791379935,0.126432529993121,"RPL5",1
"GO:0034250","GO:0034250","positive regulation of amide metabolic process","1/15","159/17249",0.00628930817610063,7.23228511530398,2.32914647399482,0.129743054384055,0.21717859103418,0.148447430645372,"RPL5",1
"GO:2000058","GO:2000058","regulation of ubiquitin-dependent protein catabolic process","1/15","166/17249",0.00602409638554217,6.92730923694779,2.26387016579624,0.135076739854622,0.221295935506509,0.151261746757696,"RPL5",1
"GO:0046631","GO:0046631","alpha-beta T cell activation","1/15","177/17249",0.00564971751412429,6.49679849340866,2.16858378243567,0.143396639941133,0.230032109905568,0.15723315783019,"RPL22",1
"GO:0031396","GO:0031396","regulation of protein ubiquitination","1/15","195/17249",0.00512820512820513,5.89709401709402,2.02891837445488,0.15685008368573,0.244631287991198,0.167212090219547,"RPL5",1
"GO:0051348","GO:0051348","negative regulation of transferase activity","1/15","201/17249",0.00497512437810945,5.72106135986733,1.98619970178546,0.161290561317847,0.244631287991198,0.167212090219547,"RPL5",1
"GO:0022618","GO:0022618","protein-RNA complex assembly","1/15","202/17249",0.00495049504950495,5.69273927392739,1.97924741698999,0.162028515422741,0.244631287991198,0.167212090219547,"RPL5",1
"GO:0050821","GO:0050821","protein stabilization","1/15","211/17249",0.004739336492891,5.44992101105845,1.91869604221909,0.168642885451524,0.246072822355112,0.168197417877726,"RPL5",1
"GO:0071826","GO:0071826","protein-RNA complex organization","1/15","212/17249",0.00471698113207547,5.42421383647799,1.91218292317918,0.16937479980287,0.246072822355112,0.168197417877726,"RPL5",1
"GO:0045861","GO:0045861","negative regulation of proteolysis","1/15","221/17249",0.00452488687782805,5.20331825037707,1.85536152594047,0.175935018993184,0.250870304860652,0.17147662669901,"RPL5",1
"GO:1903050","GO:1903050","regulation of proteolysis involved in protein catabolic process","1/15","228/17249",0.0043859649122807,5.04356725146199,1.81326598699793,0.181003944366261,0.253405522112766,0.173209516139963,"RPL5",1
"GO:1903320","GO:1903320","regulation of protein modification by small protein conjugation or removal","1/15","238/17249",0.00420168067226891,4.83165266106443,1.75602884980576,0.188194802893012,0.257425624147692,0.175957364420842,"RPL5",1
"GO:1901873","GO:1901873","regulation of post-translational protein modification","1/15","243/17249",0.00411522633744856,4.73223593964335,1.72859438128289,0.1917680933223,0.257425624147692,0.175957364420842,"RPL5",1
"GO:0006959","GO:0006959","humoral immune response","1/15","246/17249",0.0040650406504065,4.67452574525745,1.71248993518166,0.193905015591768,0.257425624147692,0.175957364420842,"RPL39",1
"GO:0097305","GO:0097305","response to alcohol","1/15","255/17249",0.00392156862745098,4.50954248366013,1.66569216997664,0.200284185663228,0.261387835526585,0.178665642875315,"RPL15",1
"GO:0090150","GO:0090150","establishment of protein localization to membrane","1/15","266/17249",0.0037593984962406,4.32305764411028,1.61136321604765,0.208016961644833,0.266955100777536,0.182471018986696,"NACA",1
"GO:0044403","GO:0044403","biological process involved in symbiotic interaction","1/15","305/17249",0.00327868852459016,3.77027322404372,1.44007963776556,0.234874468608138,0.283460015580514,0.193752573875949,"EEF1A1",1
"GO:0030217","GO:0030217","T cell differentiation","1/15","308/17249",0.00324675324675325,3.73354978354978,1.42808738124356,0.236904815996362,0.283460015580514,0.193752573875949,"RPL22",1
"GO:0006605","GO:0006605","protein targeting","1/15","315/17249",0.00317460317460317,3.65058201058201,1.40067927353729,0.241622754207318,0.283460015580514,0.193752573875949,"NACA",1
"GO:0042742","GO:0042742","defense response to bacterium","1/15","315/17249",0.00317460317460317,3.65058201058201,1.40067927353729,0.241622754207318,0.283460015580514,0.193752573875949,"RPL39",1
"GO:0019058","GO:0019058","viral life cycle","1/15","316/17249",0.00316455696202532,3.63902953586498,1.39682755898056,0.242294518627236,0.283460015580514,0.193752573875949,"EEF1A1",1
"GO:0031647","GO:0031647","regulation of protein stability","1/15","317/17249",0.00315457413249211,3.62754994742376,1.39299141064946,0.242965727640441,0.283460015580514,0.193752573875949,"RPL5",1
"GO:0009895","GO:0009895","negative regulation of catabolic process","1/15","348/17249",0.0028735632183908,3.3044061302682,1.28119253623516,0.263500039592795,0.302828403711122,0.206991390096461,"RPL5",1
"GO:0010506","GO:0010506","regulation of autophagy","1/15","355/17249",0.0028169014084507,3.23924882629108,1.25768604998208,0.268064299388581,0.303410115245791,0.207389005636221,"EEF1A1",1
"GO:0042176","GO:0042176","regulation of protein catabolic process","1/15","361/17249",0.00277008310249307,3.1854108956602,1.23799688451145,0.271955495707539,0.303410115245791,0.207389005636221,"EEF1A1",1
"GO:0006417","GO:0006417","regulation of translation","1/15","367/17249",0.00272479564032698,3.13333333333333,1.21871388851993,0.275827377496174,0.303410115245791,0.207389005636221,"RPL5",1
"GO:0031400","GO:0031400","negative regulation of protein modification process","1/15","408/17249",0.00245098039215686,2.81846405228758,1.09666206488483,0.301775278931194,0.320106035016989,0.218801117578257,"RPL5",1
"GO:0140694","GO:0140694","non-membrane-bounded organelle assembly","1/15","410/17249",0.0024390243902439,2.80471544715447,1.09109979075119,0.303018556322928,0.320106035016989,0.218801117578257,"RPL5",1
"GO:0016032","GO:0016032","viral process","1/15","420/17249",0.00238095238095238,2.73793650793651,1.06377885447832,0.309204009952336,0.320106035016989,0.218801117578257,"EEF1A1",1
"GO:0043086","GO:0043086","negative regulation of catalytic activity","1/15","423/17249",0.00236406619385343,2.71851851851852,1.05573741909214,0.311049631466711,0.320106035016989,0.218801117578257,"RPL5",1
"GO:0030098","GO:0030098","lymphocyte differentiation","1/15","429/17249",0.00233100233100233,2.68049728049728,1.03986131377105,0.314727075882368,0.320106035016989,0.218801117578257,"RPL22",1
"GO:0034248","GO:0034248","regulation of amide metabolic process","1/15","431/17249",0.00232018561484919,2.66805877803558,1.03462928758156,0.315948813783002,0.320106035016989,0.218801117578257,"RPL5",1
"GO:1903131","GO:1903131","mononuclear cell differentiation","1/15","479/17249",0.00208768267223382,2.40069589422408,0.917206318821619,0.344667733177252,0.344667733177252,0.235589701419858,"RPL22",1
