"ID"	"log2FC"	"pvalue"	"padj"	"lfcSE"	"stat"	"condition"	"exp_observed_in_ctr_group"
"ENSG00000291596"	-0.0665686141314822	0.0315070484014384	0.163686618123663	0.0309533736541524	-2.15060932857482	"ki"	"down"
"ENSG00000176731"	-0.066617917368592	0.0228375415769584	0.136109336918108	0.0292679155515004	-2.2761415055804	"ki"	"down"
"ENSG00000186468"	-0.0668398937345034	0.017821570203498	0.116490557740839	0.0282107645604583	-2.36930458198888	"ki"	"down"
"ENSG00000182899"	-0.0670192928830828	0.0184538019197353	0.119323317262254	0.0284415768674984	-2.35638457021239	"ki"	"down"
"ENSG00000065518"	-0.0670900093648811	0.0164696374170949	0.11173992239441	0.0279735364169222	-2.39833849982214	"ki"	"down"
"ENSG00000116251"	-0.0672366772970757	0.0334183300266038	0.169292266209064	0.0316107241614913	-2.12702110061067	"ki"	"down"
"ENSG00000196683"	-0.0674369513142798	0.0359742535677531	0.177221196143596	0.0321554273593681	-2.09721831902921	"ki"	"down"
"ENSG00000108298"	-0.0675020425490192	0.0182710658517775	0.118717412716395	0.028601608430181	-2.36007854991084	"ki"	"down"
"ENSG00000122705"	-0.0686590889508822	0.0286975860659914	0.155696080641032	0.031385347907174	-2.18761599055552	"ki"	"down"
"ENSG00000219200"	-0.0695002380099717	0.0275435229989975	0.152046835101642	0.0315375844174296	-2.20372737144579	"ki"	"down"
"ENSG00000241343"	-0.0695148183313321	0.00591716409421708	0.0609173103518802	0.0252566545354977	-2.75233674490145	"ki"	"down"
"ENSG00000196419"	-0.0696907521777964	0.0203252829604736	0.127043604587835	0.0300353840277923	-2.32028836765697	"ki"	"down"
"ENSG00000149925"	-0.0700794881655163	0.0227960997494304	0.135972163565067	0.0307793485383105	-2.27683467953487	"ki"	"down"
"ENSG00000177600"	-0.0703219783172044	0.00465355927785069	0.0514143808344886	0.0248480064762461	-2.83008531829022	"ki"	"down"
"ENSG00000130725"	-0.07045749544565	0.034155667907047	0.17172627858788	0.0332624524377895	-2.11822912268499	"ki"	"down"
"ENSG00000146066"	-0.0712684007904012	0.0251260091062656	0.1444143847147	0.0318239239267241	-2.23945987787363	"ki"	"down"
"ENSG00000110717"	-0.0713405865398899	0.0144758189827058	0.103086894737901	0.0291753618473719	-2.44523399274707	"ki"	"down"
"ENSG00000089693"	-0.071928672661478	0.0328367109540199	0.167782445963859	0.0337048609228829	-2.13407415702001	"ki"	"down"
"ENSG00000171530"	-0.0723083223749936	0.0089119861818273	0.0767945533235225	0.0276470093975468	-2.61541208075148	"ki"	"down"
"ENSG00000213741"	-0.0726096206416303	0.00131094129617368	0.0221898540132303	0.0225946645202762	-3.2135737433265	"ki"	"down"
"ENSG00000184752"	-0.0727194459371012	0.03883213152322	0.186446444679919	0.0351988418410128	-2.06596132524935	"ki"	"down"
"ENSG00000178127"	-0.0741792809262082	0.012383061254236	0.0936415363025117	0.0296594222668552	-2.50103593585855	"ki"	"down"
"ENSG00000159199"	-0.0748628333057667	0.0224282172414305	0.134446071485718	0.032790904851099	-2.28303652020928	"ki"	"down"
"ENSG00000172590"	-0.0755629807048518	0.0226269663733642	0.135434525409847	0.0331463818592888	-2.27967507963999	"ki"	"down"
"ENSG00000277791"	-0.0759792348553708	0.0317933317467268	0.164461971677788	0.0353885687654915	-2.1469993703012	"ki"	"down"
"ENSG00000070756"	-0.0761014789328776	0.00233787739024757	0.0325108534882515	0.0250040041654012	-3.04357167873862	"ki"	"down"
"ENSG00000119421"	-0.0765241449882773	0.0479730613079986	0.210425697645209	0.038695325101424	-1.97760697933666	"ki"	"down"
"ENSG00000173272"	-0.0772876214691059	0.0129385006482038	0.0964440660118595	0.0310959326368915	-2.48545757966473	"ki"	"down"
"ENSG00000166441"	-0.0774564233321277	0.00927807678450065	0.0788570817923458	0.0297722195368747	-2.60163415885716	"ki"	"down"
"ENSG00000099817"	-0.0776664625954192	0.0119826625329471	0.0923798612248401	0.0309101242436805	-2.51265449414355	"ki"	"down"
"ENSG00000171222"	-0.0777938147879989	0.021281743548241	0.130776530040998	0.0337800938201055	-2.30294845249059	"ki"	"down"
"ENSG00000178035"	-0.0778470135677208	0.0283998425822709	0.154597971559631	0.0355187106798437	-2.19171845142165	"ki"	"down"
"ENSG00000125356"	-0.0780495655315494	0.00348879971970759	0.0423347678829229	0.0267199086576881	-2.92102665961368	"ki"	"down"
"ENSG00000166347"	-0.0788394247960532	0.0145791467135837	0.10345029199428	0.0322759492369361	-2.44266788924772	"ki"	"down"
"ENSG00000160014"	-0.0791324377992381	0.0175250716615976	0.115462370118135	0.0333118724907926	-2.37550254255777	"ki"	"down"
"ENSG00000108561"	-0.0792954551899821	0.0072901542893068	0.0688348871958859	0.0295515683966247	-2.68329092133868	"ki"	"down"
"ENSG00000074696"	-0.0800720762531092	0.0358390499039524	0.176731737816296	0.0381522915226429	-2.09874880531324	"ki"	"down"
"ENSG00000188243"	-0.0801711926517246	0.0163646428543295	0.111270299657115	0.033395202478797	-2.40067993906089	"ki"	"down"
"ENSG00000169976"	-0.0802172790266769	0.0188321965884108	0.121052593067765	0.0341519276359324	-2.34883605639518	"ki"	"down"
"ENSG00000116459"	-0.0804550374703505	0.00418747161318235	0.0476676543325938	0.0280949546702738	-2.86368276491568	"ki"	"down"
"ENSG00000171421"	-0.0807415960854746	0.0350437150787247	0.174289110924067	0.0383051378702812	-2.1078529036732	"ki"	"down"
"ENSG00000129235"	-0.0809087566281737	0.00352422493765839	0.0426783284327329	0.0277286314469751	-2.91787774607246	"ki"	"down"
"ENSG00000129084"	-0.0809715850640021	0.0264233854514236	0.148388885728841	0.0364748045858554	-2.21993197724772	"ki"	"down"
"ENSG00000228474"	-0.0809912553734203	0.00497162357743593	0.0539841159627068	0.0288341404739439	-2.80886664357512	"ki"	"down"
"ENSG00000198856"	-0.0812101214591131	0.0400351612567925	0.189578900104738	0.0395493704543409	-2.05338594587413	"ki"	"down"
"ENSG00000109475"	-0.0815947151093122	0.000810414178691344	0.0158917982981615	0.0243623534766593	-3.34921316971635	"ki"	"down"
"ENSG00000114686"	-0.0816198027594032	0.0138291359672693	0.10021553565303	0.0331562562117052	-2.46167125257612	"ki"	"down"
"ENSG00000107833"	-0.0816479356243466	0.0139397675014933	0.100717128106816	0.0332062567602538	-2.45881179001408	"ki"	"down"
"ENSG00000142168"	-0.082222915443199	0.0270749660439224	0.150498688046833	0.0371976123293367	-2.21043530200868	"ki"	"down"
"ENSG00000147604"	-0.082826715267533	0.00100776095553084	0.0186350373302397	0.025187917623251	-3.28835104618079	"ki"	"down"
"ENSG00000159377"	-0.0831016466995987	0.00449786993838568	0.0500820915925329	0.0292513099046453	-2.84095471178888	"ki"	"down"
"ENSG00000170043"	-0.0833740816066719	0.0172353951001655	0.114593892851571	0.0350068966061308	-2.38164732351826	"ki"	"down"
"ENSG00000149136"	-0.0839649852121007	0.0425014378444956	0.195619415152394	0.0413910851536422	-2.02857656184721	"ki"	"down"
"ENSG00000130770"	-0.0842416202982996	0.0145475998650198	0.103427574632762	0.0344765118132222	-2.44344963767454	"ki"	"down"
"ENSG00000154518"	-0.0846118741536079	0.000405393113316215	0.00978897938210843	0.0239249908752701	-3.5365478129008	"ki"	"down"
"ENSG00000118181"	-0.0846731500546311	0.00960106323443761	0.0807709976481603	0.0326939067863885	-2.58987555717517	"ki"	"down"
"ENSG00000062582"	-0.084899570940055	0.0105093074236582	0.0857974138716474	0.0331819763403895	-2.55860501101962	"ki"	"down"
"ENSG00000182004"	-0.0849355349863106	0.00229367460431764	0.0321157233494368	0.0278540153192393	-3.04931027045296	"ki"	"down"
"ENSG00000112237"	-0.0849515085585654	0.0412324618912359	0.192514550660681	0.0416187248341196	-2.04118480076355	"ki"	"down"
"ENSG00000196591"	-0.0850528701038438	0.0275260594509101	0.152020358707028	0.038590658508685	-2.20397560940045	"ki"	"down"
"ENSG00000117862"	-0.085109644075779	0.0259278958013417	0.147110001852146	0.0382121962435923	-2.22729003936932	"ki"	"down"
"ENSG00000072506"	-0.0853780144792018	0.0150186625273261	0.105034364213543	0.0351071204126742	-2.43192872202583	"ki"	"down"
"ENSG00000101132"	-0.085438057555404	0.0311225381500675	0.162604083734854	0.0396371890376853	-2.15550243671854	"ki"	"down"
"ENSG00000137210"	-0.0856051620897436	0.0185081621029953	0.119545992141037	0.0363458827715613	-2.35529186697111	"ki"	"down"
"ENSG00000136521"	-0.0856130458007404	0.0138888958322133	0.100410023423128	0.0348002947400614	-2.46012415814928	"ki"	"down"
"ENSG00000128463"	-0.0858109946776776	0.0178338111373562	0.116507113478177	0.0362216801002171	-2.36905064702295	"ki"	"down"
"ENSG00000111237"	-0.0865472082806675	0.0130290119896255	0.0969041956849913	0.0348562501311775	-2.48297530442767	"ki"	"down"
"ENSG00000263001"	-0.0865671626480149	0.0231632735582706	0.137427504362313	0.0381230390807753	-2.27073089489524	"ki"	"down"
"ENSG00000164687"	-0.0866072356241539	0.00113441222646512	0.0203498970550193	0.0266084457694246	-3.25487765706605	"ki"	"down"
"ENSG00000182774"	-0.0866745028646691	0.000363377271770599	0.00906630070378162	0.0243102679832018	-3.56534543035727	"ki"	"down"
"ENSG00000115286"	-0.0868619099365174	0.0133764587494705	0.0981969392074469	0.0351157826241282	-2.4735860472275	"ki"	"down"
"ENSG00000179091"	-0.0869594083926422	0.0123088501328977	0.0934874935334157	0.0347397970104826	-2.50316397549481	"ki"	"down"
"ENSG00000113328"	-0.087242274972386	0.0251735121718633	0.144468924140207	0.0389695446328196	-2.23872964886821	"ki"	"down"
"ENSG00000162704"	-0.0874137194608153	0.0285721950696489	0.155093657363702	0.0399269877371358	-2.18933920175281	"ki"	"down"
"ENSG00000184363"	-0.0881507744709032	0.0395569031411072	0.188504782675192	0.0428260175129643	-2.05834629484794	"ki"	"down"
"ENSG00000130731"	-0.088287723651722	0.0108124226308787	0.0870671747305363	0.0346402507931562	-2.54870336184647	"ki"	"down"
"ENSG00000115875"	-0.0883705344832588	0.00710711139215757	0.0678000348309086	0.0328297361201169	-2.69178327111525	"ki"	"down"
"ENSG00000141349"	-0.088756338526324	0.0376213350199084	0.182937689307912	0.0426927317124094	-2.07895665061239	"ki"	"down"
"ENSG00000243449"	-0.0888672687056132	0.016176936794568	0.110501257919816	0.036952599407947	-2.40489898219451	"ki"	"down"
"ENSG00000169020"	-0.0890701609696329	0.000849481984586224	0.0163637773627918	0.0266985111666706	-3.33614711373212	"ki"	"down"
"ENSG00000143256"	-0.0894715165420051	0.0359876722774721	0.177221196143596	0.0426650792836812	-2.09706668882781	"ki"	"down"
"ENSG00000197451"	-0.0903258072846705	0.00301172801703772	0.0384099340408817	0.0304482183392041	-2.96653834646115	"ki"	"down"
"ENSG00000112306"	-0.0903301710089687	0.00660626787639057	0.0648846103291921	0.0332577189427174	-2.71606634130717	"ki"	"down"
"ENSG00000159335"	-0.0907757016615708	0.00790588078021834	0.0719867035230655	0.0341767859037773	-2.65606315108578	"ki"	"down"
"ENSG00000114209"	-0.0910192350841911	0.0328725073872924	0.167802195301955	0.0426591943241636	-2.13363699259165	"ki"	"down"
"ENSG00000160213"	-0.0912228866462204	0.000585625556757514	0.0129192873283951	0.0265322731009403	-3.43818587646708	"ki"	"down"
"ENSG00000172336"	-0.091641586537582	0.0342009468934403	0.17178219113013	0.0432742236802976	-2.1176945244498	"ki"	"down"
"ENSG00000128524"	-0.0919708279961486	0.0112638444696414	0.0889324983422151	0.0362889221678227	-2.53440506088382	"ki"	"down"
"ENSG00000123131"	-0.0926179392916439	0.00828208834217025	0.0737910126018174	0.0350779260553189	-2.64034821059782	"ki"	"down"
"ENSG00000147955"	-0.0926563468117856	0.00636802924757202	0.0632046873811062	0.0339624019392112	-2.72820358753276	"ki"	"down"
"ENSG00000101361"	-0.0927255814565359	0.00160156329901054	0.0251337099164259	0.0293842496314614	-3.15562189334437	"ki"	"down"
"ENSG00000093010"	-0.0929570525996442	0.00898371636932504	0.0771198713506937	0.0355792883651265	-2.61267318350181	"ki"	"down"
"ENSG00000111775"	-0.0931456567078854	8.89769725646705e-05	0.00321512272026686	0.0237686941919218	-3.91883777694202	"ki"	"down"
"ENSG00000101474"	-0.0937007287938983	0.0186865283320729	0.120503506992588	0.0398433848998473	-2.35172611537474	"ki"	"down"
"ENSG00000183617"	-0.0938319247340823	0.0289642015390525	0.156505800391791	0.0429638584600415	-2.18397341619935	"ki"	"down"
"ENSG00000004059"	-0.0938596168758745	0.00274936418337433	0.0365394458080568	0.0313444834044713	-2.99445410105197	"ki"	"down"
"ENSG00000100983"	-0.0943082635939309	0.0305399002275063	0.160922845649747	0.0436003413434761	-2.16301663445674	"ki"	"down"
"ENSG00000213619"	-0.0945924207517867	0.00842671318988791	0.0745239388296572	0.0359055850537481	-2.63447651974445	"ki"	"down"
"ENSG00000145247"	-0.0946765425835	0.0272428012643842	0.151026038901566	0.0428784588719582	-2.20802111536282	"ki"	"down"
"ENSG00000106153"	-0.094791611074489	8.4732918505466e-05	0.00310024315543932	0.0241162996456671	-3.93060347015218	"ki"	"down"
"ENSG00000142669"	-0.0952619953107148	0.00059320699566826	0.0129512883271553	0.027735160378643	-3.4347014407052	"ki"	"down"
"ENSG00000149809"	-0.0956689804734793	0.0195928304437082	0.124017454342387	0.0409883105944165	-2.33405522418656	"ki"	"down"
"ENSG00000129255"	-0.0957440683952677	0.0329539411840392	0.167932164819386	0.0448945386617788	-2.13264399744862	"ki"	"down"
"ENSG00000143252"	-0.095801928997488	0.00780646880791949	0.0715702308356316	0.0360113281431887	-2.66032756738544	"ki"	"down"
"ENSG00000104824"	-0.0962184466241082	0.0212456652728782	0.130776530040998	0.0417689099675627	-2.30359007929176	"ki"	"down"
"ENSG00000105185"	-0.097432570718229	0.00150278905448448	0.0242405530146078	0.0306956957021584	-3.17414440329424	"ki"	"down"
"ENSG00000276345"	-0.0975508327290589	0.00828674355191057	0.0737910126018174	0.0369488646381951	-2.64015778791259	"ki"	"down"
"ENSG00000138069"	-0.0981678249929857	0.00297425206323549	0.0380939156999883	0.0330488379853673	-2.97038658474015	"ki"	"down"
"ENSG00000124702"	-0.0986090789575727	0.0422759563418522	0.194927843998905	0.0485569229841113	-2.03079340488357	"ki"	"down"
"ENSG00000131467"	-0.0986409174777948	0.0192105290913023	0.122240487605896	0.0421286682806984	-2.34142026091501	"ki"	"down"
"ENSG00000105323"	-0.0989774270876453	0.0388007955251528	0.186446444679919	0.0479009577324955	-2.06629328040554	"ki"	"down"
"ENSG00000107223"	-0.0990078516782608	0.00255223439866073	0.0346878426028623	0.0328157988579381	-3.01707881946963	"ki"	"down"
"ENSG00000068120"	-0.0999969146837122	0.0363096357035076	0.17835681012101	0.0477667264797107	-2.09344290583083	"ki"	"down"
"ENSG00000140319"	-0.100164087200955	0.000255507000997881	0.0071310221371525	0.0273921143716211	-3.65667599959816	"ki"	"down"
"ENSG00000214736"	-0.100243774437462	0.00778005196375539	0.071382938199942	0.0376648297913459	-2.66146893515221	"ki"	"down"
"ENSG00000111328"	-0.10028064346582	0.00363448809859719	0.0435304308096456	0.0344813482918383	-2.90825760689749	"ki"	"down"
"ENSG00000177963"	-0.100588935594357	0.0119487805161038	0.0922169228127081	0.0400170270649685	-2.51365338637099	"ki"	"down"
"ENSG00000185201"	-0.10082269771035	0.00616823815942541	0.062065576165685	0.0368140537190175	-2.73870132531117	"ki"	"down"
"ENSG00000119326"	-0.101327687812253	0.0229801762942798	0.136798162553399	0.0445638532361315	-2.2737640588516	"ki"	"down"
"ENSG00000103121"	-0.101673852722802	0.0470737075165674	0.208245313473315	0.0512046670885971	-1.98563643714118	"ki"	"down"
"ENSG00000164054"	-0.102047450857826	0.0373243108154683	0.181715640607073	0.0490094647506188	-2.08219884418423	"ki"	"down"
"ENSG00000162191"	-0.102327357415799	0.0259219624058262	0.147110001852146	0.045940705515819	-2.22737888473577	"ki"	"down"
"ENSG00000103202"	-0.102484455689294	0.0193918384465489	0.123198228267355	0.0438359000040467	-2.33791152183105	"ki"	"down"
"ENSG00000280831"	-0.102584810535969	0.000662675134851329	0.0139606803999603	0.0301314736383317	-3.40457329658998	"ki"	"down"
"ENSG00000226651"	-0.103037154758856	0.0198891164944413	0.125186642802047	0.0442517131802493	-2.32843312391448	"ki"	"down"
"ENSG00000239672"	-0.10315587770533	0.000292981032961591	0.00781584926414398	0.0284848600531353	-3.62142827849265	"ki"	"down"
"ENSG00000118816"	-0.103229370958216	0.0187838303373594	0.120936023540048	0.0439312528375798	-2.34979346798666	"ki"	"down"
"ENSG00000147586"	-0.103359098427507	0.0432777434902506	0.197481444724904	0.0511420582150127	-2.02101952942452	"ki"	"down"
"ENSG00000103342"	-0.103424945986349	0.0208078815762656	0.128985220452874	0.0447445717209527	-2.31145236189439	"ki"	"down"
"ENSG00000174021"	-0.10352291241289	0.00176717209449621	0.026976103149	0.0331082106598234	-3.12680481215236	"ki"	"down"
"ENSG00000168028"	-0.103573329813993	0.00194434096227566	0.0290585752033252	0.0334257937804595	-3.09860494246636	"ki"	"down"
"ENSG00000169223"	-0.103649871686565	0.00889198933746629	0.0767945533235225	0.0396187976023893	-2.61617913614606	"ki"	"down"
"ENSG00000184220"	-0.103697972881673	0.0412615268284939	0.192514550660681	0.0508101135718011	-2.04089236555503	"ki"	"down"
"ENSG00000157778"	-0.104784241556175	0.0157679173601172	0.108212431164056	0.0434025143659827	-2.41424357751727	"ki"	"down"
"ENSG00000065911"	-0.104844919531007	0.0206673860758932	0.128645902643566	0.0453088340281087	-2.314006126619	"ki"	"down"
"ENSG00000099804"	-0.104890264580918	0.027713377045593	0.152549454524616	0.0476488034227291	-2.20132001323004	"ki"	"down"
"ENSG00000214194"	-0.104946135518722	0.0215744925005624	0.131606115736724	0.0456729012281981	-2.29777685885059	"ki"	"down"
"ENSG00000141552"	-0.104962478475032	0.0013394538459064	0.0224644584905441	0.0327252021826956	-3.20738976306567	"ki"	"down"
"ENSG00000127922"	-0.105200293212194	0.000699148139980666	0.0144129828673282	0.0310333315182797	-3.38991297631797	"ki"	"down"
"ENSG00000285390"	-0.105255115637952	0.000584343531742346	0.0129147453488764	0.0306082793292388	-3.43877924354299	"ki"	"down"
"ENSG00000178057"	-0.105637393803895	0.00262193922936441	0.035394704939935	0.0351082899615559	-3.00890171294498	"ki"	"down"
"ENSG00000115234"	-0.105760870112054	0.0221001904277952	0.133412668674029	0.0462111999622288	-2.28864150246042	"ki"	"down"
"ENSG00000110651"	-0.105825730970277	0.000212635528231077	0.00620885395207093	0.0285744301474789	-3.70351151095883	"ki"	"down"
"ENSG00000134308"	-0.106099096339294	0.00674673831729652	0.0657066437044717	0.0391640627423925	-2.70909320713678	"ki"	"down"
"ENSG00000127838"	-0.106176626295422	0.0065549638447129	0.0645652967831133	0.0390549597987048	-2.71864641117729	"ki"	"down"
"ENSG00000139684"	-0.107128653100357	0.00873637796704761	0.0759748347699553	0.0408544713565487	-2.62220142724194	"ki"	"down"
"ENSG00000134440"	-0.107252657992063	0.034291942720441	0.17178219113013	0.0506716167311918	-2.11662198506569	"ki"	"down"
"ENSG00000136240"	-0.107567128473226	0.0175608836975567	0.115462370118135	0.0452962081875647	-2.37474907453196	"ki"	"down"
"ENSG00000173801"	-0.107644570619961	0.0141707610404066	0.101773902832645	0.0438845182340398	-2.45290537418876	"ki"	"down"
"ENSG00000099977"	-0.108065872191009	0.00808107326933381	0.0731931775888869	0.0408001504576709	-2.64866357057004	"ki"	"down"
"ENSG00000119403"	-0.108596028466686	0.00615505703260915	0.062065576165685	0.0396422008939257	-2.73940462481551	"ki"	"down"
"ENSG00000198546"	-0.108614365561956	0.00811571264769338	0.0732856790707059	0.041029633516119	-2.64721754142127	"ki"	"down"
"ENSG00000250479"	-0.108625339277619	0.00271670322538611	0.0361968482649776	0.0362314174579644	-2.99809797404823	"ki"	"down"
"ENSG00000143742"	-0.108877952244613	0.000190415928147769	0.00567042569156668	0.0291788200835438	-3.7314035294394	"ki"	"down"
"ENSG00000104687"	-0.108981712375759	0.0329117835352347	0.167859887040524	0.0510893813555907	-2.13315780078111	"ki"	"down"
"ENSG00000135390"	-0.10922887409448	0.000122735527970427	0.00412590776238963	0.0284405986423305	-3.84059686886849	"ki"	"down"
"ENSG00000283771"	-0.109292714636655	0.0472353137971313	0.208715390603598	0.0550819409207604	-1.98418415926703	"ki"	"down"
"ENSG00000125971"	-0.109487625395441	0.000904174496873734	0.0172511894069661	0.0329905020750876	-3.31876202266468	"ki"	"down"
"ENSG00000042753"	-0.109505311637032	0.000216641404781581	0.00629389626200418	0.0296058214517297	-3.69877633071501	"ki"	"down"
"ENSG00000063241"	-0.109882215830903	0.0149075247761145	0.104561779566423	0.0451332500233776	-2.43461784325275	"ki"	"down"
"ENSG00000258315"	-0.109909127647418	0.0380090258463178	0.18392996741196	0.0529744481818112	-2.0747573862441	"ki"	"down"
"ENSG00000103811"	-0.11039771138651	0.0131384951214864	0.0973302962672585	0.0445153313271199	-2.4799930292612	"ki"	"down"
"ENSG00000142684"	-0.110479626564523	0.0165036350161345	0.111790232877109	0.0460795809523573	-2.39758314379531	"ki"	"down"
"ENSG00000130332"	-0.110525575972392	0.00124402284487611	0.0215122740077207	0.0342333928762908	-3.22858959296844	"ki"	"down"
"ENSG00000108961"	-0.110837969027746	0.0412712090254113	0.192514550660681	0.0543111727099745	-2.04079498742603	"ki"	"down"
"ENSG00000242485"	-0.111206102365437	0.00075228014355552	0.0151125657460236	0.0330009904710509	-3.36978074833811	"ki"	"down"
"ENSG00000125458"	-0.111411552208781	0.0313189885433575	0.163346015431913	0.0517472161294901	-2.15299605547841	"ki"	"down"
"ENSG00000128973"	-0.111695255486242	0.0247456857028335	0.14292929827425	0.0497451469408602	-2.24534979500676	"ki"	"down"
"ENSG00000143545"	-0.112003932130855	0.013433123199087	0.098539676963474	0.0453076545728773	-2.47207526380994	"ki"	"down"
"ENSG00000143294"	-0.112242025521764	0.0175520631714285	0.115462370118135	0.0472611030531173	-2.37493452904842	"ki"	"down"
"ENSG00000198931"	-0.112865481125739	1.9358973957033e-05	0.00101359997430792	0.0264188410899941	-4.27215867423064	"ki"	"down"
"ENSG00000111639"	-0.113125539687046	0.00849825115617663	0.0747381560828694	0.0429872735608501	-2.63160536401343	"ki"	"down"
"ENSG00000229117"	-0.113740306486856	9.22519257435239e-06	0.000595223312283887	0.0256484953464042	-4.4345800777277	"ki"	"down"
"ENSG00000102572"	-0.114299928887482	0.0376453240629648	0.182937689307912	0.0549863677764032	-2.0786957478674	"ki"	"down"
"ENSG00000125901"	-0.114346259426579	0.0026996703577668	0.0360787794694426	0.0381152396208024	-3.0000141823632	"ki"	"down"
"ENSG00000154719"	-0.115308324417102	0.0269989519717714	0.150257751581412	0.0521395459382452	-2.21153296105943	"ki"	"down"
"ENSG00000089053"	-0.115455887878846	0.00676604153038028	0.0657483922316548	0.042632827910438	-2.70814519087011	"ki"	"down"
"ENSG00000119705"	-0.116002720562862	8.2417272343027e-06	0.000549494269660371	0.026016540518798	-4.45880652268296	"ki"	"down"
"ENSG00000203667"	-0.116089107487266	0.000677501897838	0.0141403483060067	0.0341586706973801	-3.39852532657748	"ki"	"down"
"ENSG00000241553"	-0.116343191833618	0.002668911691148	0.0357872728552706	0.0387358371013078	-3.0035027132456	"ki"	"down"
"ENSG00000090316"	-0.11675580375652	0.0395439830037409	0.188504782675192	0.0567193982246033	-2.05848100316894	"ki"	"down"
"ENSG00000099800"	-0.117405166452567	0.00751437217927109	0.0700155128287518	0.0439202357026909	-2.67314518180907	"ki"	"down"
"ENSG00000282958"	-0.11741401784704	0.041260146287515	0.192514550660681	0.0575303337628009	-2.0409062518417	"ki"	"down"
"ENSG00000165410"	-0.117487753086465	0.0301326626921919	0.15993900263998	0.0541832166001763	-2.16834216309857	"ki"	"down"
"ENSG00000167136"	-0.117490283444413	0.038459149350892	0.185286331336835	0.0567605834494633	-2.06992733873182	"ki"	"down"
"ENSG00000164405"	-0.117634167412962	3.63813404467029e-06	0.000293028501141532	0.0254011789943992	-4.63105147359102	"ki"	"down"
"ENSG00000127774"	-0.117721496587539	0.00375625669349253	0.044588364568352	0.040622513255516	-2.89793730503747	"ki"	"down"
"ENSG00000136261"	-0.118337518247148	0.00066614665646562	0.0140007461020033	0.0347729768491848	-3.40314603378349	"ki"	"down"
"ENSG00000169710"	-0.118671870415047	0.0277868670581122	0.152791419186598	0.0539348366502829	-2.20028237379345	"ki"	"down"
"ENSG00000108639"	-0.118892341261019	0.000846723499596953	0.0163368628917412	0.0356279644222176	-3.33705119529304	"ki"	"down"
