"ID"	"log2FC"	"pvalue"	"padj"	"lfcSE"	"stat"	"observed_expression_in_ctr"
"ENSG00000005448"	0.0631432924524925	0.395791126769772	0.662854693618225	0.0743595317525945	0.84916205043598	"UP"
"ENSG00000005469"	0.336712891581811	0.170284804834268	0.429957488494857	0.245544760946952	1.37128925204214	"UP"
"ENSG00000005483"	0.344011865765852	0.0199023795292232	0.125186642802047	0.147759794153685	2.32818316874511	"UP"
"ENSG00000005486"	-0.0234997558175608	0.608058745190124	0.811043279509345	0.045822207622669	-0.512846434878776	"DOWN"
"ENSG00000005700"	0.150651127229419	0.200713509261376	0.469178579011643	0.117740217115887	1.27952139820788	"UP"
"ENSG00000005801"	0.0891063521948654	0.359358718315275	0.632727011376007	0.0972153015231608	0.916587726404742	"UP"
"ENSG00000005810"	-0.227932783800587	0.16508256716993	0.422618062035628	0.164195536471893	-1.38817892799178	"DOWN"
"ENSG00000005812"	0.0244720130929551	0.807319188097561	0.913936192468524	0.100342057036742	0.243885902040002	"UP"
"ENSG00000005882"	-0.151809770186008	0.327456966192625	0.60570453934613	0.155026730904294	-0.979248993386366	"DOWN"
"ENSG00000005884"	0.05592284140136	0.516333412125924	0.751984032370149	0.0861666866564537	0.649007680013556	"UP"
"ENSG00000005889"	-0.0559983165299222	0.863121833106363	0.94260852844749	0.32481325150825	-0.1724015761977	"DOWN"
"ENSG00000005893"	0.110451571058173	0.123474446830995	0.363153334133718	0.0717053851109285	1.54035252564789	"UP"
"ENSG00000006007"	-0.0400781953421034	0.448535227492477	0.702632980699284	0.0528834259979852	-0.757859283618091	"DOWN"
"ENSG00000006015"	-0.163979399565298	0.000144453752538116	0.004647692987158	0.0431477572837745	-3.80041536079934	"DOWN"
"ENSG00000006016"	-0.339875454302556	0.34990632399804	0.624519992094541	0.363592207725849	-0.934771007410655	"DOWN"
"ENSG00000006025"	0.0252078552339763	0.85871731762121	0.941173082511039	0.141611432440117	0.178007204641729	"UP"
"ENSG00000006042"	-0.0224540327958209	0.765336587523237	0.893437217132677	0.0752278479382199	-0.298480328910393	"DOWN"
"ENSG00000006047"	-0.0152705602928097	0.93170422541166	0.973309750101439	0.178184464543104	-0.0857008512608894	"DOWN"
"ENSG00000006062"	0.200341305867565	0.107868461224933	0.337204845834963	0.124602138544261	1.60784805307656	"UP"
"ENSG00000006118"	0.0359242165349011	0.656871841847248	0.835689308724194	0.0808673824755177	0.444236173289979	"UP"
"ENSG00000006125"	0.131642131077562	0.00831907556758307	0.0737910126018174	0.0498864035834067	2.63883787207601	"UP"
"ENSG00000006194"	-0.247126008535904	0.0184963191650237	0.11953383214833	0.104913137023215	-2.35552968434467	"DOWN"
"ENSG00000006210"	0.5376867878211	0.00276466523567185	0.0365638692290218	0.179662478911303	2.99276059797967	"UP"
"ENSG00000006282"	0.00987838272994753	0.863249406510783	0.942662068019645	0.0573526658262407	0.172239295029035	"UP"
"ENSG00000006327"	0.112142525998644	0.00381057013857043	0.0449662263844481	0.0387576183172571	2.89343181721544	"UP"
"ENSG00000006377"	-0.241623282000236	0.387164478602323	0.65524762483521	0.279407236825165	-0.86477102291888	"DOWN"
"ENSG00000006432"	0.240969619049555	0.152525337644225	0.40568629810912	0.168431522300966	1.43066817753373	"UP"
"ENSG00000006451"	-0.0824566187581465	0.273483335368849	0.548383209316885	0.0752976209839547	-1.09507601542574	"DOWN"
"ENSG00000006453"	0.182039743288436	0.0750685369809233	0.27275129043538	0.102266912408064	1.78004536366625	"UP"
"ENSG00000006459"	-0.430870523983018	0.0109941910451261	0.087785287247211	0.169441714870285	-2.54288339983379	"DOWN"
"ENSG00000006468"	0.774895720475339	0.00216586123013276	0.0309046477805729	0.252697725180698	3.06649266399699	"UP"
"ENSG00000006530"	0.247539086557468	0.0583595521376468	0.237133358066033	0.130766371437379	1.89298734710253	"UP"
"ENSG00000006534"	0.257578647501719	0.0234759264953718	0.138429629803256	0.113691174220669	2.26559932437473	"UP"
"ENSG00000006576"	0.211220147970947	0.00735634508749143	0.0692963087872721	0.0788056359975767	2.68026703036115	"UP"
"ENSG00000006606"	0.14744460443466	0.147285428507531	0.399090636152378	0.101742995801837	1.44918677961709	"UP"
"ENSG00000006607"	0.150983265254085	0.310525676408132	0.589911792000031	0.148881120204056	1.01411962139423	"UP"
"ENSG00000006625"	-0.0230240363565429	0.5406029263376	0.768056791639344	0.0376270301634544	-0.611901504225153	"DOWN"
"ENSG00000006634"	-0.138140575946125	0.0170873429544194	0.114270545522995	0.0579248770679796	-2.38482294548516	"DOWN"
"ENSG00000006652"	0.146215008126645	0.0714731965998289	0.265392893686431	0.0811197348578636	1.80245914736828	"UP"
"ENSG00000006695"	0.0104658312507167	0.92320918365173	0.969311367442483	0.108575636771585	0.0963920780196216	"UP"
"ENSG00000006704"	0.120293220476403	0.18327870223974	0.446242180072858	0.0903965865092544	1.33072746573333	"UP"
"ENSG00000006712"	0.150320775682728	0.0172144488307653	0.114569090212689	0.0631044379756237	2.38209515059455	"UP"
"ENSG00000006715"	-0.13600365352165	0.249030426421243	0.523400025828606	0.117986256960323	-1.15270758667585	"DOWN"
"ENSG00000006740"	-0.116719138497876	0.486707825777293	0.731677391601315	0.167807306094511	-0.695554569192231	"DOWN"
"ENSG00000006744"	0.0668809148953706	0.181695828477758	0.4443768345711	0.0500773666679684	1.33555175412509	"UP"
"ENSG00000006747"	0.416737702069358	0.121404437011554	0.359658022358839	0.269053018585333	1.54890550665643	"UP"
"ENSG00000006756"	-0.150177429185607	0.326872153972006	0.604902501128457	0.153174510069583	-0.980433553320231	"DOWN"
"ENSG00000006757"	0.0937578750407384	0.808047716586686	0.91458838505676	0.385921634608956	0.242945371890697	"UP"
"ENSG00000006831"	-0.150550632611561	0.0777529628265293	0.278010855313373	0.0853521934437172	-1.76387537961561	"DOWN"
"ENSG00000006837"	-0.225002621971408	0.248226126996988	0.52216682736036	0.194863361646134	-1.15466868717992	"DOWN"
"ENSG00000007062"	-0.25531606043893	0.132875673126776	0.378212127021725	0.169887018872442	-1.5028579707472	"DOWN"
"ENSG00000007080"	0.0207104753044606	0.649011615175852	0.831641574690672	0.0455039568524174	0.455135701091462	"UP"
"ENSG00000007168"	0.152482656322051	0.00249149885397745	0.0340164707014601	0.0504179568199387	3.02437198846878	"UP"
"ENSG00000007171"	-0.557151461968536	0.159207369642738	0.414997316047458	0.395776579865186	-1.40774237363494	"DOWN"
"ENSG00000007202"	0.00229427191653322	0.972130604460613	0.989780214145399	0.0656703094589017	0.034936212961948	"UP"
"ENSG00000007237"	-0.47595401477201	0.189436685374962	0.454738032605459	0.362701444564515	-1.31224736461547	"DOWN"
"ENSG00000007255"	0.0956748451525213	0.117265815271654	0.352885418524354	0.0610812486298603	1.56635378776048	"UP"
"ENSG00000007341"	0.153603155550221	0.150765160297322	0.403781525423777	0.106903896365776	1.43683402356693	"UP"
"ENSG00000007376"	0.0375253988730345	0.50517828595674	0.74388277420452	0.0563136407541439	0.666364283511062	"UP"
"ENSG00000007384"	-0.071601457768083	0.404116485866703	0.669215116170318	0.0858230234590467	-0.834291951998755	"DOWN"
"ENSG00000007392"	0.0496630925162741	0.455218642997993	0.708846364943417	0.0665062616189463	0.746743108202703	"UP"
"ENSG00000007516"	0.220115686778607	0.47976337066502	0.726869294587542	0.311477174059582	0.70668320220634	"UP"
"ENSG00000007520"	0.00377913458597517	0.937089657634603	0.976070443710301	0.0478806061497334	0.078928294561622	"UP"
"ENSG00000007541"	-0.078313220877406	0.359358995878582	0.632727011376007	0.0854400117530189	-0.916587196918766	"DOWN"
"ENSG00000007545"	-0.116859816375699	0.480141665908857	0.72697144782438	0.165506300511205	-0.70607472957072	"DOWN"
"ENSG00000007866"	-0.143511090876097	0.243348350703557	0.515611503671149	0.123010378558461	-1.16665839547752	"DOWN"
"ENSG00000007923"	-0.0329648660537574	0.661501485264009	0.837325105437546	0.0752895676546976	-0.437841085832037	"DOWN"
"ENSG00000007944"	-0.119471286768938	0.234827196738885	0.506445204892407	0.100563721278107	-1.18801577000658	"DOWN"
"ENSG00000007952"	0.363740776939036	0.153037495690043	0.406238218486222	0.254562795189048	1.42888428243769	"UP"
"ENSG00000007968"	0.169958767300414	0.528480665928151	0.759920497460309	0.269635870280783	0.630326992930983	"UP"
"ENSG00000008018"	0.00411469114959555	0.882455878922684	0.951178341974817	0.0278289166782943	0.147856677180858	"UP"
"ENSG00000008083"	0.329270828305458	0.155258312731749	0.409146906256855	0.231684899808431	1.42120107343084	"UP"
"ENSG00000008128"	0.048667397600921	0.580065326338439	0.79437073643444	0.08796012782253	0.553289300569381	"UP"
"ENSG00000008130"	0.16657349591749	0.015706765173	0.107959271959435	0.0689557172747352	2.41565895477272	"UP"
"ENSG00000008256"	-0.162316122669415	0.118865386554551	0.355914047914463	0.10407857280249	-1.55955369389474	"DOWN"
"ENSG00000008277"	0.268174975764439	0.312318685787859	0.591125985118998	0.265422889789155	1.01036868364093	"UP"
"ENSG00000008282"	-0.0246646176523711	0.55215901663042	0.776295730855397	0.0414860484520496	-0.5945280057434	"DOWN"
"ENSG00000008283"	-0.0529957526038583	0.461340758941818	0.712713862933372	0.071942452536072	-0.736640894710758	"DOWN"
"ENSG00000008294"	-0.0218209830484401	0.81454616227029	0.918957353337045	0.0930273367310116	-0.234565277425231	"DOWN"
"ENSG00000008300"	0.0302976128564547	0.856170766515433	0.940293665760424	0.167158557580497	0.18125074357539	"UP"
"ENSG00000008311"	-0.915505208979692	0.00127585506142549	0.0218335614965833	0.284198696190188	-3.22135611898454	"DOWN"
"ENSG00000008323"	0.353845341852289	0.00283029105843551	0.0368798295247389	0.118517610238363	2.98559295231007	"UP"
"ENSG00000008324"	-0.127919524165659	0.744491281360252	0.882876580113579	0.392497677802397	-0.325911543940548	"DOWN"
"ENSG00000008382"	0.191648971776244	0.118030831236044	0.354387792260135	0.122608845920035	1.56309253494838	"UP"
"ENSG00000008394"	-0.0505309330701068	0.238684473407963	0.510324668692136	0.0428852875193535	-1.178281317277	"DOWN"
"ENSG00000008405"	-0.019440676893476	0.834913542266765	0.928360735730885	0.0932836124017128	-0.208403988577945	"DOWN"
"ENSG00000008441"	-0.217728802195379	0.268771708349314	0.5435674539771	0.196880068682152	-1.10589560260102	"DOWN"
"ENSG00000008513"	0.270461260502668	0.485607197238538	0.731106043121023	0.387862299391875	0.69731257955909	"UP"
"ENSG00000008710"	-0.123900846049149	0.21173185102668	0.481522445361226	0.0992145379795974	-1.24881744724375	"DOWN"
"ENSG00000008838"	-0.0379380968919546	0.602698993214774	0.808137438594914	0.0728845518157229	-0.520523155412619	"DOWN"
"ENSG00000008853"	0.0637424364635502	0.65815827991361	0.836065326720823	0.144064586392983	0.44245735929628	"UP"
"ENSG00000008952"	-0.680686398999002	0.00101399636383674	0.018721492865238	0.207108699115692	-3.2866142364149	"DOWN"
"ENSG00000008988"	-0.041621855488945	0.0540290231311231	0.226397453420604	0.0216037439624197	-1.9266038128089	"DOWN"
"ENSG00000009307"	0.138830865126339	0.00502072570149817	0.0541408711140459	0.0494817035672451	2.805700998909	"UP"
"ENSG00000009335"	0.0733335444385797	0.350995488992473	0.625155367082023	0.0786283705830602	0.932660105948816	"UP"
"ENSG00000009413"	-0.115336717051006	0.444006017052011	0.69928034260383	0.150679105755831	-0.76544598849627	"DOWN"
"ENSG00000009780"	-0.0380834600529785	0.862540499963216	0.942383796626774	0.219956177616882	-0.173141125044062	"DOWN"
"ENSG00000009830"	-0.230788740506784	0.0707541369286458	0.26370198673313	0.127715589791601	-1.80705222348635	"DOWN"
"ENSG00000009844"	-0.14182399173341	0.0980581914442923	0.319955507211243	0.085728376625231	-1.654341273175	"DOWN"
"ENSG00000009950"	-0.464879101280948	8.1289892295881e-05	0.00301003243583684	0.117972699793692	-3.94056508068321	"DOWN"
"ENSG00000009954"	-0.0537787332705187	0.530653960954697	0.761044096963478	0.085770403754833	-0.627008046088257	"DOWN"
"ENSG00000010017"	0.0736093750010434	0.305964582992385	0.585165112445467	0.0719033759861292	1.02372627142352	"UP"
"ENSG00000010072"	0.287539090522994	0.148238551282026	0.400535809308975	0.198881455662325	1.44578130507652	"UP"
"ENSG00000010165"	-0.0768171095449463	0.563786873473191	0.785466248961199	0.133079807431983	-0.577225884431847	"DOWN"
"ENSG00000010219"	0.0340807371731932	0.562089372315558	0.784489925180088	0.0587861550880529	0.57974087813951	"UP"
"ENSG00000010244"	0.000691867546779311	0.987558946900044	0.996136965551699	0.044369882460613	0.0155931796166798	"UP"
"ENSG00000010256"	2.98233121859558e-05	0.999323502228525	0.999891820023144	0.0351746280587126	0.000847864322436486	"UP"
"ENSG00000010270"	-0.00465465507738204	0.922894146365332	0.969311367442483	0.0480908614026755	-0.0967887648841964	"DOWN"
"ENSG00000010278"	0.00988544938300199	0.733888019139518	0.877842132731323	0.0290784274799958	0.339958183426616	"UP"
"ENSG00000010292"	0.136602318606003	0.0191712394603344	0.12218483524348	0.0583226144205242	2.34218441616931	"UP"
"ENSG00000010310"	-0.0468183135058354	0.885093019784293	0.952475011695776	0.32396628904471	-0.144516003945627	"DOWN"
"ENSG00000010318"	-0.466723950630461	0.0998224993860669	0.32335298507473	0.283599541583818	-1.64571475688553	"DOWN"
"ENSG00000010322"	-0.0608703476576508	0.491450333620885	0.73418040799253	0.0884738426765968	-0.688003886981076	"DOWN"
"ENSG00000010404"	-0.0423181124519758	0.85127645899273	0.937349186564984	0.225708630595985	-0.187490005766437	"DOWN"
"ENSG00000010438"	-0.0544238776199544	0.25689909513269	0.53201829865184	0.048003386407312	-1.13375079745758	"DOWN"
"ENSG00000010539"	-0.196815249539891	0.0922091170210696	0.308245574754835	0.116883520348713	-1.68385798915628	"DOWN"
"ENSG00000010626"	-0.0453782939617428	0.767488532424246	0.894100026482724	0.153480517450649	-0.295661590900838	"DOWN"
"ENSG00000010704"	0.0537140371007559	0.712984954951595	0.866835421373122	0.14602150815428	0.3678501734416	"UP"
"ENSG00000010803"	-0.350740542726003	0.00282698991629659	0.0368798295247389	0.11746364113633	-2.98594985931799	"DOWN"
"ENSG00000010810"	-0.0961164692338222	0.197443322082555	0.465524029138064	0.0745742217182782	-1.28886989390147	"DOWN"
"ENSG00000010818"	0.0178376688511229	0.928542470177911	0.972037524825987	0.198906214156141	0.0896787912172532	"UP"
"ENSG00000011007"	-0.0737048021245279	0.624530166537624	0.820539963849216	0.150590041890831	-0.489440079829181	"DOWN"
"ENSG00000011009"	0.101970306205213	0.0613440652280357	0.242967038548401	0.0545002174208755	1.87100732860846	"UP"
"ENSG00000011021"	0.0220970899887597	0.886415345223399	0.95317384206285	0.154696547749108	0.142841519802999	"UP"
"ENSG00000011052"	-0.0157370631927494	0.814675022377843	0.918957353337045	0.067137849612119	-0.234399273787714	"DOWN"
"ENSG00000011105"	0.0924810403942631	0.72277351735842	0.871739749729389	0.260690252656166	0.35475450060743	"UP"
"ENSG00000011114"	-0.241862297166977	0.208486635173303	0.478403080060194	0.192299474072069	-1.25773769446885	"DOWN"
"ENSG00000011132"	0.607064419955055	0.00278120890400196	0.0365910989425856	0.202967825700125	2.99093916910733	"UP"
"ENSG00000011143"	-0.15758428553096	0.257515691394985	0.532743632551494	0.139174002635943	-1.13228248484867	"DOWN"
"ENSG00000011198"	0.0692998517640813	0.370241485595156	0.640794356594674	0.0773417618487458	0.896021115986578	"UP"
"ENSG00000011243"	0.0196215633527962	0.752470823248627	0.887072922377875	0.0622150188685557	0.315383065208925	"UP"
"ENSG00000011258"	0.0959421541768882	0.626192110345109	0.821136009988171	0.196968681974734	0.487093446607899	"UP"
"ENSG00000011260"	0.138262520128319	0.0129738564081886	0.0966475796118386	0.0556503490841746	2.48448612459176	"UP"
"ENSG00000011275"	0.221839342556572	0.0416119364976434	0.193410089042687	0.108884596419029	2.03738039954568	"UP"
"ENSG00000011295"	-0.0641381930079339	0.232060209019155	0.503125218215762	0.0536690448384104	-1.19506865085907	"DOWN"
"ENSG00000011304"	0.0164730782477943	0.678796367710007	0.847771381921927	0.0397798443150781	0.414106151781754	"UP"
"ENSG00000011332"	0.274227072162061	0.181905640685678	0.444612951908111	0.205427309241168	1.33491050033725	"UP"
"ENSG00000011347"	-0.130811182342274	0.130849064625004	0.374688528886822	0.0865862197096675	-1.5107621372188	"DOWN"
"ENSG00000011376"	-0.0636617599124341	0.54894930078457	0.77368650131716	0.106220604775942	-0.599335317725972	"DOWN"
"ENSG00000011405"	0.23039123067757	0.0496171717317768	0.214675542449441	0.117351977939794	1.9632496590366	"UP"
"ENSG00000011422"	0.227682874664359	0.106389203520536	0.334409856325289	0.141011752924778	1.61463757411635	"UP"
"ENSG00000011426"	-0.0511688230416881	0.567167885042094	0.787161071861937	0.0894204253533768	-0.572227461896723	"DOWN"
"ENSG00000011451"	-0.102577331264825	0.282071089516775	0.559156779863035	0.0953605898493951	-1.07567844774059	"DOWN"
"ENSG00000011454"	0.252648203308039	0.0882321011080063	0.300304437151782	0.148198320550722	1.70479801909475	"UP"
"ENSG00000011478"	0.0272974271379808	0.7870237698795	0.903072149629802	0.101035193905207	0.270177411284941	"UP"
"ENSG00000011485"	0.0716028161598558	0.201179327979791	0.469627137733023	0.0560185273085642	1.27819883170883	"UP"
"ENSG00000011523"	0.21279669057545	0.219963598977477	0.490574828345791	0.173481467179712	1.22662491870103	"UP"
"ENSG00000011566"	0.113489849139757	0.187284659057307	0.452092104555305	0.0860648887645282	1.31865445675835	"UP"
"ENSG00000011638"	0.0598706787320965	0.422825953413063	0.683227988004601	0.0746956655618266	0.801528151356262	"UP"
"ENSG00000012048"	0.0516398857455622	0.649624588643619	0.831895143608825	0.113673188390014	0.454283780343921	"UP"
"ENSG00000012061"	0.0989877366876439	0.143071279082752	0.393022445059912	0.0675938387013827	1.4644491064482	"UP"
"ENSG00000012171"	-0.019355869410114	0.898949396205648	0.958686783436217	0.152422064356743	-0.126988631808658	"DOWN"
"ENSG00000012174"	0.158148224855971	0.229412041150466	0.500213282312271	0.131584608891127	1.20187479515042	"UP"
"ENSG00000012211"	-0.122272918928767	0.201644490793655	0.470026024023567	0.0957591041865487	-1.27688035479704	"DOWN"
"ENSG00000012232"	0.347760881697518	0.0137835973977941	0.100101210282137	0.141202385914477	2.46285414687078	"UP"
"ENSG00000012817"	0.0834477005644519	0.662338246984866	0.837677447788531	0.191092638910876	0.436687153623806	"UP"
"ENSG00000012822"	0.502889090230793	0.00337402222235689	0.0414448727640788	0.171550604630552	2.93143292216198	"UP"
"ENSG00000012963"	0.163084794805107	0.0897058285090892	0.303994492762638	0.0961045698173036	1.69695150933128	"UP"
"ENSG00000012983"	0.0992435237100583	0.361295860808818	0.634319805797958	0.108712534997296	0.912898624915024	"UP"
"ENSG00000013275"	0.185331325311617	0.000310304765921975	0.0081309333970079	0.0513875424654439	3.60654190529242	"UP"
"ENSG00000013288"	0.380528084632425	0.0175617027620636	0.115462370118135	0.160240442902808	2.37473185757001	"UP"
